personLookup,status,personID,displayTitle,alsoCalled,slug,name,surname,isProperName,gender,birthYear,deathYear,birthPlace,deathPlace,memberOf,dictionaryLink,dictionaryText,events,eventGroups,verseCount,verses,mother,father,children,siblings,halfSiblingsSameMother,halfSiblingsSameFather,chaptersWritten,eastons
peleg_2308,publish,2308,Peleg,Phalec,peleg_2308,Peleg,,checked,Male,-2247,-2008,,,Genealogy of Jesus,,,,,8,"Gen.10.25,Gen.11.16,Gen.11.17,Gen.11.18,Gen.11.19,1Chr.1.19,1Chr.1.25,Luke.3.35",,eber_1030,reu_2428,joktan_1686,,,,Peleg
pharaoh_2328,publish,2328,Pharaoh (during Abraham's Journey),,pharaoh_2328,Pharaoh,,checked,Male,,,,,,,,Abraham goes to Egypt,Abraham's Sojourn in Canaan,4,"Gen.12.15,Gen.12.17,Gen.12.18,Gen.12.20",,,,,,,,Pharaoh 1
pharaoh_2329,publish,2329,Pharaoh (of Joseph),,pharaoh_2329,Pharaoh,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/pharaoh.html," The Pharaoh of Joseph's days (  Genesis 41  ) was probably Apopi, or Apopis, the last of the Hyksos kings. To the old native Egyptians, who were an African race, shepherds were ""an abomination;"" but to the Hyksos kings these Asiatic shepherds who now appeared with Jacob at their head were congenial, and being akin to their own race, had a warm welcome (  Genesis 47:5    Genesis 47:6  ). Some argue that Joseph came to Egypt in the reign of Thothmes III., long after the expulsion of the Hyksos, and that his influence is to be seen in the rise and progress of the religious revolution in the direction of monotheism which characterized the middle of the Eighteenth Dynasty. The wife of Amenophis III., of that dynasty, was a Semite. Is this singular fact to be explained from the presence of some of Joseph's kindred at the Egyptian court? Pharaoh said to Joseph, ""Thy father and thy brethren are come unto thee: the land of Egypt is before thee; in the best of the land make thy father and brethren to dwell"" (  Genesis 47:5    Genesis 47:6  ). ",,,63,"Gen.39.1,Gen.40.2,Gen.40.13,Gen.40.14,Gen.40.17,Gen.40.19,Gen.41.1,Gen.41.4,Gen.41.7,Gen.41.8,Gen.41.9,Gen.41.10,Gen.41.14,Gen.41.15,Gen.41.16,Gen.41.17,Gen.41.25,Gen.41.28,Gen.41.32,Gen.41.33,Gen.41.34,Gen.41.35,Gen.41.37,Gen.41.38,Gen.41.39,Gen.41.41,Gen.41.42,Gen.41.44,Gen.41.45,Gen.41.46,Gen.41.55,Gen.42.15,Gen.42.16,Gen.44.18,Gen.45.2,Gen.45.8,Gen.45.16,Gen.45.17,Gen.45.21,Gen.46.5,Gen.46.31,Gen.46.33,Gen.47.1,Gen.47.2,Gen.47.3,Gen.47.4,Gen.47.5,Gen.47.7,Gen.47.8,Gen.47.9,Gen.47.10,Gen.47.11,Gen.47.19,Gen.47.20,Gen.47.22,Gen.47.23,Gen.47.24,Gen.47.26,Gen.50.4,Gen.50.6,Gen.50.7,Acts.7.10,Acts.7.13",,,,,,,,Pharaoh 2
pharaoh_2331,publish,2331,Pharaoh (of the Exodus),,pharaoh_2331,Pharaoh,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/pharaoh.html,"  The Pharaoh of the Exodus was probably Menephtah I., the fourteenth and eldest surviving son of Rameses II. He resided at Zoan, where he had the various interviews with Moses and Aaron recorded in the book of Exodus. His mummy was not among those found at Deir el-Bahari. It is still a question, however, whether Seti II. or his father Menephtah was the Pharaoh of the Exodus. Some think the balance of evidence to be in favour of the former, whose reign it is known began peacefully, but came to a sudden and disastrous end. The ""Harris papyrus,"" found at Medinet-Abou in Upper Egypt in 1856, a state document written by Rameses III., the second king of the Twentieth Dynasty, gives at length an account of a great exodus from Egypt, followed by wide-spread confusion and anarchy. This, there is great reason to believe, was the Hebrew exodus, with which the Nineteenth Dynasty of the Pharaohs came to an end. This period of anarchy was brought to a close by Setnekht, the founder of the Twentieth Dynasty.    ""In the spring of 1896, Professor Flinders Petrie discovered, among the ruins of the temple of Menephtah at Thebes, a large granite stela, on which is engraved a hymn of victory commemorating the defeat of Libyan invaders who had overrun the Delta. At the end other victories of Menephtah are glanced at, and it is said that 'the Israelites (I-s-y-r-a-e-l-u) are minished (?) so that they have no seed.' Menephtah was son and successor of Rameses II., the builder of Pithom, and Egyptian scholars have long seen in him the Pharaoh of the Exodus. The Exodus is also placed in his reign by the Egyptian legend of the event preserved by the historian Manetho. In the inscription the name of the Israelites has no determinative of 'country' or 'district' attached to it, as is the case with all the other names (Canaan, Ashkelon, Gezer, Khar or Southern Palestine, etc.) mentioned along with it, and it would therefore appear that at the time the hymn was composed, the Israelites had already been lost to the sight of the Egyptians in the desert. At all events they must have had as yet no fixed home or district of their own. We may therefore see in the reference to them the Pharaoh's version of the Exodus, the disasters which befell the Egyptians being naturally passed over in silence, and only the destruction of the 'men children' of the Israelites being recorded. The statement of the Egyptian poet is a remarkable parallel to   Exodus 1:10-22  .""",,,138,"Gen.12.15,Gen.37.36,Gen.40.7,Gen.40.11,Gen.40.13,Gen.40.20,Gen.40.21,Gen.47.14,Gen.47.20,Gen.47.25,Gen.47.26,Exod.2.7,Exod.2.8,Exod.2.9,Exod.2.10,Exod.3.10,Exod.3.11,Exod.4.21,Exod.4.22,Exod.5.1,Exod.5.2,Exod.5.5,Exod.5.6,Exod.5.10,Exod.5.14,Exod.5.15,Exod.5.20,Exod.5.21,Exod.5.23,Exod.6.1,Exod.6.11,Exod.6.12,Exod.6.13,Exod.6.27,Exod.6.29,Exod.6.30,Exod.7.1,Exod.7.2,Exod.7.3,Exod.7.4,Exod.7.7,Exod.7.9,Exod.7.10,Exod.7.11,Exod.7.13,Exod.7.14,Exod.7.15,Exod.7.20,Exod.7.22,Exod.7.23,Exod.8.1,Exod.8.8,Exod.8.9,Exod.8.12,Exod.8.15,Exod.8.19,Exod.8.20,Exod.8.24,Exod.8.25,Exod.8.28,Exod.8.29,Exod.8.30,Exod.8.31,Exod.8.32,Exod.9.1,Exod.9.7,Exod.9.8,Exod.9.10,Exod.9.12,Exod.9.13,Exod.9.20,Exod.9.27,Exod.9.33,Exod.9.34,Exod.9.35,Exod.10.1,Exod.10.3,Exod.10.6,Exod.10.7,Exod.10.8,Exod.10.11,Exod.10.16,Exod.10.18,Exod.10.20,Exod.10.24,Exod.10.27,Exod.10.28,Exod.11.1,Exod.11.3,Exod.11.5,Exod.11.8,Exod.11.9,Exod.11.10,Exod.12.29,Exod.12.30,Exod.13.15,Exod.13.17,Exod.14.3,Exod.14.4,Exod.14.5,Exod.14.8,Exod.14.9,Exod.14.10,Exod.14.17,Exod.14.18,Exod.14.23,Exod.14.28,Exod.15.4,Exod.15.19,Exod.18.4,Exod.18.8,Exod.18.10,Deut.6.21,Deut.6.22,Deut.7.8,Deut.7.18,Deut.11.3,Deut.29.2,Deut.34.11,1Sam.2.27,1Sam.6.6,1Kgs.3.1,1Kgs.7.8,1Kgs.9.24,1Kgs.11.20,2Kgs.17.7,Neh.9.10,Ps.135.9,Ps.136.15,Song.1.9,Jer.37.5,Jer.37.7,Jer.37.11,Jer.43.9,Ezek.30.24,Acts.7.21,Rom.9.17,Heb.11.24",,,,,,,,Pharaoh 5
phichol_2341,publish,2341,Phichol,,phichol_2341,Phichol,,checked,Male,,,,,,,,,,3,"Gen.21.22,Gen.21.32,Gen.26.26",,,,,,,,Phicol
philemon_2342,publish,2342,Philemon,,philemon_2342,Philemon,,checked,Male,,,,,,,,,,1,Phlm.1.1,,,,,,,,Philemon
philip_2344,publish,2344,Phillip the Apostle,Philip,philip_2344,Philip,,checked,Male,,,,,"Apostles,Apostles (Post-Ascension),Apostles (The Eleven)",https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/philip.html," lover of horses. One of the twelve apostles; a native of Bethsaida, ""the city of Andrew and Peter"" (  John 1:44  ). He readily responded to the call of Jesus when first addressed to him (43), and forthwith brought Nathanael also to Jesus (45,46). He seems to have held a prominent place among the apostles (  Matthew 10:3  ;   Mark 3:18  ;   John 6:5-7  ;   John 12:21   John 12:22  ;   John 14:8   John 14:9  ;   Acts 1:13  ). Of his later life nothing is certainly known. He is said to have preached in Phrygia, and to have met his death at Hierapolis. ",Matthias replaces Judas,Ascension,15,"Matt.10.3,Mark.3.18,Luke.6.14,John.1.43,John.1.44,John.1.45,John.1.46,John.1.48,John.6.5,John.6.7,John.12.21,John.12.22,John.14.8,John.14.9,Acts.1.13",,,,,,,,Philip 1
philip_2347,publish,2347,Phillip the Evangelist,Philip,philip_2347,Philip,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/philip.html," One of the ""seven"" (  Acts 6:5  ), called also ""the evangelist"" (  Acts 21:8   Acts 21:9  ). He was one of those who were ""scattered abroad"" by the persecution that arose on the death of Stephen. He went first to Samaria, where he laboured as an evangelist with much success (  8:5-13  ). While he was there he received a divine command to proceed toward the south, along the road leading from Jerusalem to Gaza. These towns were connected by two roads. The one Philip was directed to take was that which led through Hebron, and thence through a district little inhabited, and hence called ""desert."" As he travelled along this road he was overtaken by a chariot in which sat a man of Ethiopia, the eunuch or chief officer of Queen Candace, who was at that moment reading, probably from the Septuagint version, a portion of the prophecies of (  Isaiah 53:6   Isaiah 53:7  ). Philip entered into conversation with him, and expounded these verses, preaching to him the glad tidings of the Saviour. The eunuch received the message and believed, and was forthwith baptized, and then ""went on his way rejoicing."" Philip was instantly caught away by the Spirit after the baptism, and the eunuch saw him no more. He was next found at Azotus, whence he went forth in his evangelistic work till he came to Caesarea. He is not mentioned again for about twenty years, when he is still found at Caesarea (  Acts 21:8  ) when Paul and his companions were on the way to Jerusalem. He then finally disappears from the page of history.","Seven chosen to serve,Philip preaches in Samaria,Conversion of Ethiopian Eunuch,Voyage from Miletus to Jerusalem","Persecution/First Martyr, Persecution/First Martyr, Persecution/First Martyr, Third Missionary Journey",16,"Acts.6.5,Acts.8.5,Acts.8.6,Acts.8.12,Acts.8.13,Acts.8.26,Acts.8.29,Acts.8.30,Acts.8.31,Acts.8.34,Acts.8.35,Acts.8.37,Acts.8.38,Acts.8.39,Acts.8.40,Acts.21.8",,,,,,,,Philip 2
phinehas_2349,publish,2349,Phinehas (Levite),,phinehas_2349,Phinehas,,checked,Male,,,,,Tribe of Levi,,,,,16,"Exod.6.25,Num.25.7,Num.25.11,Num.31.6,Josh.22.13,Josh.22.30,Josh.22.31,Josh.22.32,Josh.24.33,Judg.20.28,1Chr.6.4,1Chr.6.50,1Chr.9.20,Ezra.7.5,Ezra.8.2,Ps.106.30",daughter_of_putiel_990,eleazar_1062,abishua_51,,,,,Phinehas 1
phut_2354,publish,2354,Phut,Put,phut_2354,Phut,,checked,Male,,,,,,,,,,3,"Gen.10.6,1Chr.1.8,Ezek.27.10",,ham_1359,,"canaan_914,cush_962,mizraim_2100",,,,"""Put, Phut 1"""
pilate_2365,publish,2365,Pontius Pilate,,pilate_2365,Pontius,Pilate,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/pilate-pontius.html," probably connected with the Roman family of the Pontii, and called ""Pilate"" from the Latin pileatus, i.e., ""wearing the pileus"", which was the ""cap or badge of a manumitted slave,"" as indicating that he was a ""freedman,"" or the descendant of one. He was the sixth in the order of the Roman procurators of Judea (A.D. 26-36). His headquarters were at Caesarea, but he frequently went up to Jerusalem. His reign extended over the period of the ministry of John the Baptist and of Jesus Christ, in connection with whose trial his name comes into prominent notice. Pilate was a ""typical Roman, not of the antique, simple stamp, but of the imperial period, a man not without some remains of the ancient Roman justice in his soul, yet pleasure-loving, imperious, and corrupt. He hated the Jews whom he ruled, and in times of irritation freely shed their blood. They returned his hatred with cordiality, and accused him of every crime, maladministration, cruelty, and robbery. He visited Jerusalem as seldom as possible; for, indeed, to one accustomed to the pleasures of Rome, with its theatres, baths, games, and gay society, Jerusalem, with its religiousness and ever-smouldering revolt, was a dreary residence. When he did visit it he stayed in the palace of Herod the Great, it being common for the officers sent by Rome into conquered countries to occupy the palaces of the displaced sovereigns.""    After his trial before the Sanhedrin, Jesus was brought to the Roman procurator, Pilate, who had come up to Jerusalem as usual to preserve order during the Passover, and was now residing, perhaps, in the castle of Antonia, or it may be in Herod's palace. Pilate came forth from his palace and met the deputation from the Sanhedrin, who, in answer to his inquiry as to the nature of the accusation they had to prefer against Jesus, accused him of being a ""malefactor."" Pilate was not satisfied with this, and they further accused him (1) of sedition, (2) preventing the payment of the tribute to Caesar, and (3) of assuming the title of king (  Luke 23:2  ). Pilate now withdrew with Jesus into the palace (  John 18:33  ) and examined him in private (37,38); and then going out to the deputation still standing before the gate, he declared that he could find no fault in Jesus (  Luke 23:4  ). This only aroused them to more furious clamour, and they cried that he excited the populace ""throughout all Jewry, beginning from Galilee."" When Pilate heard of Galilee, he sent the accused to Herod Antipas, who had jurisdiction over that province, thus hoping to escape the difficulty in which he found himself. But Herod, with his men of war, set Jesus at nought, and sent him back again to Pilate, clad in a purple robe of mockery (  Luke 23:11   Luke 23:12  ).    Pilate now proposed that as he and Herod had found no fault in him, they should release Jesus; and anticipating that they would consent to this proposal, he ascended the judgment-seat as if ready to ratify the decision (  Matthew 27:19  ). But at this moment his wife (Claudia Procula) sent a message to him imploring him to have nothing to do with the ""just person."" Pilate's feelings of perplexity and awe were deepened by this incident, while the crowd vehemently cried out, ""Not this man, but Barabbas."" Pilate answered, ""What then shall I do with Jesus?"" The fierce cry immediately followed. ""Let him be crucified."" Pilate, apparently vexed, and not knowning what to do, said, ""Why, what evil hath he done?"" but with yet fiercer fanaticism the crowd yelled out, ""Away with him! crucify him, crucify him!"" Pilate yielded, and sent Jesus away to be scourged. This scourging was usually inflicted by lictors; but as Pilate was only a procurator he had no lictor, and hence his soldiers inflicted this terrible punishment. This done, the soldiers began to deride the sufferer, and they threw around him a purple robe, probably some old cast-off robe of state (  Matthew 27:28  ;   John 19:2  ), and putting a reed in his right hand, and a crowd of thorns on his head, bowed the knee before him in mockery, and saluted him, saying, ""Hail, King of the Jews!"" They took also the reed and smote him with it on the head and face, and spat in his face, heaping upon him every indignity.    Pilate then led forth Jesus from within the Praetorium (  Matthew 27:27  ) before the people, wearing the crown of thorns and the purple robe, saying, ""Behold the man!"" But the sight of Jesus, now scourged and crowned and bleeding, only stirred their hatred the more, and again they cried out, ""Crucify him, crucify him!"" and brought forth this additional charge against him, that he professed to be ""the Son of God."" Pilate heard this accusation with a superstitious awe, and taking him once more within the Praetorium, asked him, ""Whence art thou?"" Jesus gave him no answer. Pilate was irritated by his continued silence, and said, ""Knowest thou not that I have power to crucify thee?"" Jesus, with calm dignity, answered the Roman, ""Thou couldest have no power at all against me, except it were given thee from above.""    After this Pilate seemed more resolved than ever to let Jesus go. The crowd perceiving this cried out, ""If thou let this man go, thou art not Caesar's friend."" This settled the matter. He was afraid of being accused to the emperor. Calling for water, he washed his hands in the sight of the people, saying, ""I am innocent of the blood of this just person."" The mob, again scorning his scruples, cried, ""His blood be on us, and on our children."" Pilate was stung to the heart by their insults, and putting forth Jesus before them, said, ""Shall I crucify your King?"" The fatal moment had now come. They madly exclaimed, ""We have no king but Caesar;"" and now Jesus is given up to them, and led away to be crucified.   By the direction of Pilate an inscription was placed, according to the Roman custom, over the cross, stating the crime for which he was crucified. Having ascertained from the centurion that he was dead, he gave up the body to Joseph of Arimathea to be buried. Pilate's name now disappears from the Gospel history. References to him, however, are found in the Acts of the Apostles (  3:13  ;  4:27 ;   13:28  ), and in   1�Timothy 6:13  . In A.D. 36 the governor of Syria brought serious accusations against Pilate, and he was banished to Vienne in Gaul, where, according to tradition, he committed suicide.",,,54,"Matt.27.2,Matt.27.13,Matt.27.17,Matt.27.22,Matt.27.24,Matt.27.58,Matt.27.62,Matt.27.65,Mark.15.1,Mark.15.2,Mark.15.4,Mark.15.5,Mark.15.9,Mark.15.12,Mark.15.14,Mark.15.15,Mark.15.43,Mark.15.44,Luke.3.1,Luke.13.1,Luke.23.1,Luke.23.3,Luke.23.4,Luke.23.6,Luke.23.11,Luke.23.12,Luke.23.13,Luke.23.20,Luke.23.24,Luke.23.52,John.18.29,John.18.31,John.18.33,John.18.35,John.18.37,John.18.38,John.19.1,John.19.4,John.19.5,John.19.6,John.19.8,John.19.10,John.19.12,John.19.13,John.19.15,John.19.19,John.19.21,John.19.22,John.19.31,John.19.38,Acts.3.13,Acts.4.27,Acts.13.28,1Tim.6.13",,,,,,,,"""Pilate, Pontius"""
portius_2367,publish,2367,Portius Festus,Porcius,portius_2367,Portius,Festus,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/porcius-festus.html, See FESTUS .,"Paul sent to Felix,Paul appeals to Caesar,Agrippa and Bernice meet Festus,Paul goes before Agrippa","Paul Arrested and Imprisoned, Paul Arrested and Imprisoned, Paul Arrested and Imprisoned, Paul Arrested and Imprisoned",12,"Acts.24.27,Acts.25.1,Acts.25.4,Acts.25.9,Acts.25.12,Acts.25.13,Acts.25.14,Acts.25.22,Acts.25.24,Acts.26.24,Acts.26.25,Acts.26.32",,,,,,,,"""Festus, Porcius"""
priscilla_2370,publish,2370,Priscilla,Prisca,priscilla_2370,Priscilla,,checked,Female,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/priscilla.html," the wife of Aquila (  Acts 18:2  ), who is never mentioned without her. Her name sometimes takes the precedence of his (  Romans 16:3  ;   2  Tim   4:19  ). She took part with Aquila (q.v.) in insturcting Apollos (  Acts 18:26  ).","""Mission to Corinth, 1&2 Thess Written"",Return from Second Missionary Journey,Third Missionary Journey Begins","Second Missionary Journey, Second Missionary Journey, Third Missionary Journey",6,"Acts.18.2,Acts.18.18,Acts.18.26,Rom.16.3,1Cor.16.19,2Tim.4.19",,,,,,,,Priscilla
prochorus_2371,publish,2371,Prochorus,,prochorus_2371,Prochorus,,checked,Male,,,,,,,,Seven chosen to serve,Persecution/First Martyr,1,Acts.6.5,,,,,,,,
publius_2374,publish,2374,Publius,,publius_2374,Publius,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/publius.html," ""the chief man of the island"" of Malta (  Acts 28:7  ), who courteously entertained Paul and his shipwrecked companions for three days, till they found a more permanent place of residence; for they remained on the island for three months, till the stormy season had passed. The word here rendered ""chief man"" (protos) is supposed by some to be properly a Maltese term, the official title of the governor.",Paul stays at Malta,Journey to Rome,2,"Acts.28.7,Acts.28.8",,,,,,,,Publius
raamah_2380,publish,2380,Raamah,,raamah_2380,Raamah,,checked,Male,,,,,,,,,,2,"Gen.10.7,1Chr.1.9",,cush_962,"dedan_998,sheba_2567","havilah_1461,nimrod_2206,sabtah_2451,sabtecha_2452,seba_2481",,,,Raamah 1
reu_2428,publish,2428,Reu,Ragau,reu_2428,Reu,,checked,Male,-2217,-1978,,,Genealogy of Jesus,,,,,6,"Gen.11.18,Gen.11.19,Gen.11.20,Gen.11.21,1Chr.1.25,Luke.3.35",,peleg_2308,serug_2503,,,,,
rhoda_2439,publish,2439,Rhoda,,rhoda_2439,Rhoda,,checked,Female,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/rhoda.html," a rose, the damsel in the house of Mary, the mother of John Mark. She came to hearken when Peter knocked at the door of the gate (  Acts 12:12-15  ).",An angel rescues Peter from prison,Herod's persecution of James and Peter,1,Acts.12.13,,,,,,,,Rhoda
riphath_2443,publish,2443,Riphath,,riphath_2443,Riphath,,checked,Male,,,,,,,,,,2,"Gen.10.3,1Chr.1.6",,gomer_1328,,"ashkenaz_338,togarmah_2875",,,,Riphath
sabtah_2451,publish,2451,Sabtah,,sabtah_2451,Sabtah,,checked,Male,,,,,,,,,,2,"Gen.10.7,1Chr.1.9",,cush_962,,"havilah_1461,nimrod_2206,raamah_2380,sabtecha_2452,seba_2481",,,,Sabtah
sabtecha_2452,publish,2452,Sabtecha,,sabtecha_2452,Sabtecha,,checked,Male,,,,,,,,,,2,"Gen.10.7,1Chr.1.9",,cush_962,,"havilah_1461,nimrod_2206,raamah_2380,sabtah_2451,seba_2481",,,,Sabtecha
salah_2455,publish,2455,Salah,Shelah,salah_2455,Salah,,checked,Male,-2311,-1878,,,Genealogy of Jesus,,,,,8,"Gen.10.24,Gen.11.12,Gen.11.13,Gen.11.14,Gen.11.15,1Chr.1.18,1Chr.1.24,Luke.3.35",,cainan_535,eber_1030,,,,,Sala
